id,text,user,created,display_text_start,display_text_end
1376539516236754947,Behold! Mini Chief Fun Officer. The best and only way to tell you about @CarnivalCruise’s three day mini cruises. Book a mini cruise today (Miniature t-shirts not included)! https://t.co/EbibukNXsm #ChooseFun #Carnival https://t.co/KjZe8bgl7K,shaq,2021-03-29 14:19:30+00:00,0,218
1376026863751983104,@francis_ngannou is a beast daaaaaaam #UFC260,shaq,2021-03-28 04:22:24+00:00,0,45
1376026743648223235,Congrats to @francis_ngannou the NEW Heavyweight Champion of the World https://t.co/PA4EnY9ZP0,shaq,2021-03-28 04:21:55+00:00,0,70
1374850308376002562,#Ad Let's show Charles Barkley what a champion looks like when we beat him at the @CheezIt and @Pringles Celebrity Crunch Classic. Tweet #CrunchClassicEntry for your chance to join me in Atlanta this Fall. Rules: https://t.co/srTHt8R48f,shaq,2021-03-24 22:27:11+00:00,0,236
1371523261004083201,I feel enigmatic about being @ConanOBrien's friend. Check it out @ https://t.co/YvsqOt56qg https://t.co/T4aJsZ8grU,shaq,2021-03-15 18:06:41+00:00,0,90
1370828514891554819,#Ad Come play ball with me and my celebrity friends (plus Charles Barkley) at the @CheezIt and @Pringles Celebrity Crunch Classic in Atlanta this Fall. Just tweet #CrunchClassicEntry for your chance to win. Rules: https://t.co/srTHt8R48f https://t.co/sjtwcHhvKo,shaq,2021-03-13 20:06:01+00:00,0,237
1370481409845043207,"Bubba, @BubbaWallace  what's happenin? Reach out. I got a project for us.",shaq,2021-03-12 21:06:45+00:00,0,73
1367882808543248384,Keep your receipts in an unexpected place: right where you want them! #Epson RapidReceipt scanners make it easy. See what I mean? #taxtime #bringit #receiptrelief #pieceofcakebaby https://t.co/2CGjiiPE6t,shaq,2021-03-05 17:00:50+00:00,0,179
1367610382995484674,"What better way for @CarnivalCruise and me to celebrate our 49th birthdays than by singing a beautiful duet?! If you think this is fun, then you better get ready for what’s in store for our big 50th next year 😉 https://t.co/SUjPwCK1i8 #ChooseFun #CarnivalCruise https://t.co/luY3NEY9EB",shaq,2021-03-04 22:58:18+00:00,0,261
1365803114801090568,"Shaquille O’Neal Talks Donovan Mitchell, Superman &amp; More | Full Intervie... https://t.co/en7DDkPKdJ via @YouTube",shaq,2021-02-27 23:16:52+00:00,0,116
1365709840190820352,"GF9 is the real deal. Live your best life, use SHAQ20 for 20% off at https://t.co/V7LMEFYdT2. https://t.co/QXFsTWTvSW",shaq,2021-02-27 17:06:14+00:00,0,93
1365142000136187909,"Feeling inspired to try new things after The SHAQ Bowl Sauce Showdown, so I checked out @skillshare. You can make @kelis’ jerk sauce, learn to illustrate, try photography, and so much more...and have fun while you’re doing it. Try 2 weeks free at https://t.co/kwS01kQDRJ. https://t.co/UubL9A84hu",shaq,2021-02-26 03:29:50+00:00,0,271
1364376879441059841,"@dionnewarwick Hey Auntie Dionne, you know you can get whatever u like I miss u and I love u",shaq,2021-02-24 00:49:31+00:00,15,92
1363999511153025027,You all know my love for @Reebok is long lasting. And I couldn’t be more excited to join the #ReebokHumanRightsAwards Board to celebrate youth leaders who are putting in the work to help end systemic racism. Nominate a Champion of Change today. https://t.co/hT7vNp2D2j https://t.co/hKHneNMqVJ,shaq,2021-02-22 23:50:00+00:00,0,268
1362893133726425089,I went head to head with Bryson Tiller in the @PapaJohns Epic Stuffed Chairs! You already know he couldn’t handle the heat and I took home the W. https://t.co/jjWvyGmtZP,shaq,2021-02-19 22:33:39+00:00,0,145
1362871281742471173,"Brick City is changing lives

https://t.co/UgTsRxxGLE",shaq,2021-02-19 21:06:49+00:00,0,53
1362544188420628480,The @mercari_app #PassTheBall Challenge determined who would take home the win at The SHAQ Bowl! The #PassTheBall Challenge lives on…give your favorite items new life by listing them on Mercari today! https://t.co/kF4UbngN5H,shaq,2021-02-18 23:27:04+00:00,0,200
1361858681852235776,I’m still craving those jerk chicken wings we had at The SHAQ Bowl. I learned to make them for myself on @skillshare with my friend @kelis' class “The Creative Kitchen.” Try making the sauce yourself and get two weeks free at https://t.co/kwS01kQDRJ. https://t.co/kyPhGj1cKL,shaq,2021-02-17 02:03:06+00:00,0,250
1360420947832885249,Big Spice was taking down wings and hiding all the @truffsauce as our teams battled it out in the Truff Hot Wing Challenge. https://t.co/g3bAYh1BcL,shaq,2021-02-13 02:50:04+00:00,0,123
1360415092932681729,I was manning the @coronaextrausa Hotline on Big Game Day last Sunday! All my friends called in to let me know their predictions on who was going to take the W that night. #Sponsored #For21+ https://t.co/cTP1se2PeI,shaq,2021-02-13 02:26:48+00:00,0,190
1359880008940965891,We put the celebrity teams to the test to see who had abs of steel in the @BTLaesthetics Emsculpt Neo Six Pack Challenge. https://t.co/Yv1TmMUvgo,shaq,2021-02-11 15:00:34+00:00,0,121
1359878476480839686,We put the celebrity teams to the test to see who had abs of steel in the @BTLaesthetics Emsculpt Neo Six Pack Challenge. https://t.co/FEAoq5bpse,shaq,2021-02-11 14:54:28+00:00,0,121
1359597675881111553,My man @TimTebow was unstoppable in the Dodgeball Challenge Presented by @Quaker Chewy. https://t.co/UHP2G8Pn5c,shaq,2021-02-10 20:18:40+00:00,0,87
1359563616752594946,My friends @Migos @jackharlow and I rocked the The SHAQ Bowl Halftime Show Presented by @pepsi. https://t.co/EEOsQ9npw9,shaq,2021-02-10 18:03:20+00:00,0,95
1359303038826024968,"✨ @BACARDI kept the party going with The Official Cocktail of the SHAQ Bowl, The Coco Conga! https://t.co/KMrwnAqPof",shaq,2021-02-10 00:47:53+00:00,0,92
1358883318821912578,"Want to own a piece of the SHAQ Bowl? Today we are launching The SHAQ Bowl @mercari_app Marketplace featuring autographed limited edition memorabilia from me, Quavo, Ezekiel Elliott, Nelly, &amp; more! 
Visit https://t.co/9PHQoWgNx8! Proceeds benefit The Boys &amp; Girls Club of America. https://t.co/SKIcpeQqxy",shaq,2021-02-08 21:00:04+00:00,0,288
1358506034801770496,"Tune in now to watch the first ever SHAQ Bowl! 
https://t.co/8ILj8KO2Rn",shaq,2021-02-07 20:00:53+00:00,0,71
1357815774933573632,"How epic can you get? Share your epic shots, dunks, blocks and more to Instagram, Twitter or TikTok with #EpicStuffs and #sweepstakes for a chance to win a one-of-a-kind @PapaJohns Epic Stuffed Chair. NO PURCHASE NECESSARY. Ends 02/14. Rules: https://t.co/YtV4YHJnK4 https://t.co/wm4RHyP3xm",shaq,2021-02-05 22:18:02+00:00,0,266
1357390446318784517,Remember me breaking backboards on the court? Now I’m breaking arms off it. That’s why I’m calling out @JackLinks  and their hairy boy Sasquatch to show him who’s the real BEAST in the wild. https://t.co/AFTNgAp3Qz,shaq,2021-02-04 18:07:56+00:00,0,190
1357113634778972165,"Just had a chance to watch ONE NIGHT IN MIAMI, directed by my friend @ReginaKing Loved the movie, and what a great cast! https://t.co/WoYRjHqSZr",shaq,2021-02-03 23:47:59+00:00,0,120
1357086715295395841,"Obviously I got the job, right @tonyromo? Check out more Corona Hotline live during The SHAQ Bowl on Sunday - a special segment with some of my closest friends! Follow @coronaextrausa &amp; post your audition using #RomoReplacement. #Sponsored #For21+ https://t.co/5U2jvaneEi",shaq,2021-02-03 22:01:01+00:00,0,251
1356724216901607424,"🏈 @Mercari_app Presents The SHAQ Bowl is unlike anything you’ve seen before! I assembled two A-list teams of celebrities going head-to-head in a series of challenges to claim the first-ever SHAQ Bowl Championship, plus incredible performances from Migos + MORE! https://t.co/z6BqLmzexL",shaq,2021-02-02 22:00:34+00:00,0,261
1356043218622812162,I've got some familiar faces joining me in a new @TheGeneralAuto commercial. They finally accepted that I've been right about The General all along. Here's a first look at the new ad you'll be seeing on your TVs soon. #TurnsOutIWasRight #RideWithTheGeneral https://t.co/1gshiEuIhN,shaq,2021-02-01 00:54:32+00:00,0,256
1355682437074989058,Want to hoop with me in Vegas this fall? Enter to win a spot to my Basketball Fantasy Experience! Learn more and upload your @IcyHotOfficial receipt at https://t.co/G25AnMbqQa for a chance to win! #RiseUp @ProCamps https://t.co/VtkBh5t0Ga,shaq,2021-01-31 01:00:55+00:00,0,214
1355216928919465988,"Ready to make a good game day a great one? I’ll show you how. Check it out. 

@EpsonAmerica

#Epson #EpiqVision #LaserTV #4KProjectionExperience #120inch #Lasertechnology #seewhatyouvebeenmissing #GoEpiq #biggerandbadder https://t.co/XtIb5KV5Wb",shaq,2021-01-29 18:11:09+00:00,0,220
1354911239575629825,"I’ve put together a series of challenges to test our celebrities at The SHAQ Bowl! @diplo @ezekielelliott @oliviaculpo @Nelly_Mo @TimTebow @winnieharlow  @mikethemiz @QuavoStuntin @steveo @Anthonyanderson @DMcIntyreWWE 

Who will step up to win The SHAQ Bowl 🏆?! https://t.co/a1zCxg0ooX",shaq,2021-01-28 21:56:27+00:00,0,262
1354820064021606404,"I’m creating the ultimate Big Game Sunday Kickoff Show: @mercari_app Presents The SHAQ BOWL! Broadcasting live from Tampa! Get ready for celebrity challenges, musical performances, and much more! Tune in February 7 at 3PM ET at https://t.co/Nz6knGbrUj as we countdown to kickoff! https://t.co/CjKIflj3QX",shaq,2021-01-28 15:54:09+00:00,0,279
1354591812434997248,YO if u r missing @shaqcast then check out @bigshotbobpod with my two favorite Robs @rkhorry and @robjenners and of course u know i'm the first guest - check it out: https://t.co/68tC6Ne3h6 https://t.co/r8Rsu17bEB,shaq,2021-01-28 00:47:09+00:00,0,189
1353776067010568204,"Join @kidsinneed's Champions For Education event on Jan. 27. We'll be discussing existing systemic issues in education. This event is FREE and open to the public. Register at 
https://t.co/XzA1K8e5Eh #ChampionsForEducation",shaq,2021-01-25 18:45:40+00:00,0,222
1353217665050042369,Daaaaaaaaam #UFC257 Lafyette Louisiana I'm coming home to Cecilia #poonie #fudd,shaq,2021-01-24 05:46:47+00:00,0,79
1352269754296225794,"I couldn't muster up the energy. I tried to work out, but nothing worked. So, I had to come up with my own solution. Check out my results: https://t.co/V7LMEFYdT2 @NovexBiotech #novexpartner https://t.co/nzFiivpnES",shaq,2021-01-21 15:00:08+00:00,0,190
1352053469142724610,"“Bringing the Fields to the Streets” “changing the game”

https://t.co/Pry5V8adNk",shaq,2021-01-21 00:40:41+00:00,0,81
1351717070002524161,Craving @BigChickenShaq? My Crispy Chicken Sandwiches and Chicken Tenders are now shipping nationwide with Goldbelly! Use promo code GOLDBELLYIT to save $15 on your first purchase. Order Now: https://t.co/DMXlJM7Zha https://t.co/cw8BHE7ovw,shaq,2021-01-20 02:23:57+00:00,0,215
1348779470413582342,The new @InvictaWatchUS x SHAQ #Bolt is here! Check them out at @ https://t.co/5lSWy7QXHP #wristgame 🔥⌚️ #InvictaShaq https://t.co/7PS0uYeamj,shaq,2021-01-11 23:50:59+00:00,0,117
1347326789459316736,"My boy @SnoopDogg is doing big things

https://t.co/SX9FuKgL5P",shaq,2021-01-07 23:38:33+00:00,0,62
1345182256676139010,"Hey, @steadyapp has been doing this for years! https://t.co/Bcrdy9EViF",shaq,2021-01-02 01:36:56+00:00,0,46
1343681376835391488,Finally! Epic Stuffed Crust Pizza is HERE @PapaJohns 🍕 Epic crust filled with epic cheese. Get yours starting TODAY! #ad https://t.co/tu23Qgl6SA,shaq,2020-12-28 22:12:59+00:00,0,120
1341953240460644358,"Thank you to my team. Shaq a claus was a huge success we On the ground and getting it Done. 
Mark E Stevens and Lamar D Williams.   This has been an amazing 27 years...

#omegapsiphitilwedie",shaq,2020-12-24 03:45:59+00:00,0,190
1341949228353007618,"I want to thank of all my sponsors.  
My Fellow Man, The Atlanta NAACP,  The Wealth Standard, CSM, The Real Estate Group Partners, Mack II, Orthodontic Care of Washington, TCF and SOMA GOLD LLC.",shaq,2020-12-24 03:30:02+00:00,0,194
1341949096073064449,"A Big SHAQ A Claus
Thank you to the City of East Point  Georgia and their city council for helping me pull off my 27th Shaq-A-Clause...I had an amazing time with the most incredible kids.   Thanks Lance S",shaq,2020-12-24 03:29:31+00:00,0,204
1341070379230638080,Something epic is coming from @PapaJohns Hint: it has to do with cheese. Lots of cheese. 🍕Stay tuned and stay hungry. Sign up for Papa Rewards and get early access to our new Epic Stuffed Crust Pizza! https://t.co/1w0kFpC7Bc,shaq,2020-12-21 17:17:48+00:00,0,200
1340439906838073345,Great to see Captain Giusa checking out my first Big Chicken at sea abroad @CarnivalCruise's Mardi Gras setting sail next year. #CarnivalMardiGras https://t.co/Zu1anOaFYW,shaq,2020-12-19 23:32:32+00:00,0,146
1340335535764717568,"I’ll be hanging out with my friends @TheGeneralAuto over at The General Insurance Virtual Fan Wall during the @TheSIAwards TONIGHT! We’ll be giving fans an exclusive behind the scenes look at the show. See you all there!

https://t.co/NmeuWpur0L",shaq,2020-12-19 16:37:48+00:00,0,245
1339963715039334401,It’s not too late to Shaq the halls with @jcpenney! 🎁Save up to 60% on last-minute gifts for everyone on your list and get ‘em curbside during their Super Saturday Sale! https://t.co/GzGuqr0Gfl,shaq,2020-12-18 16:00:19+00:00,0,169
1339660991173447680,Proud to be a celebrity ambassador for @trfdotorg. Join in the fight against pediatric cancer. @trfdotorg @imaginedragons #slaycancerwithdragons https://t.co/FIeEtk39Vf,shaq,2020-12-17 19:57:24+00:00,0,144
1338559263136829440,"This holiday, I’m taking mom down memory lane with the #Epson #FastFoto Scanner! Check it out at https://t.co/meknJwOejd. @EpsonAmerica #preservewhatspriceless #momsloveit #happyholidays https://t.co/NKQWPSICkV",shaq,2020-12-14 18:59:32+00:00,0,186
1337537001591992326,We’re taking @BigChickenShaq nationwide w/ @goldbelly! Now you can enjoy my delicious crispy chicken sandwiches and tenders from anywhere in the United States! Order now at https://t.co/MV7fvz7sPb and use promo code GOLDBELLYIT to save $15 on your first purchase. #BigChickenShaq https://t.co/fw3SMh9tbL,shaq,2020-12-11 23:17:26+00:00,0,279
1336068823909355521,"If you’re not a registered Georgia voter, TODAY is your last day to get #RegisteredAndReady to vote in the Runoff with @WhenWeAllVote: https://t.co/najHj1Yt3e https://t.co/hVOInpE3tj",shaq,2020-12-07 22:03:25+00:00,0,158
1334928087205744641,"Looking forward to teaming up with @AmexBusiness! Tune in Wednesday, December 9th at 1:30pm EST on https://t.co/P5fKNmkjFa! #AmexAmbassador https://t.co/Gkh69gsPro",shaq,2020-12-04 18:30:32+00:00,0,139
1334603748568657920,"Hey Philly! You don’t know what is about to hit you! 
Join my man @johnkincade starting Monday, January 4th mornings on @975TheFanatic 
I’ll be checking in often!",shaq,2020-12-03 21:01:44+00:00,0,162
1333978923076628480,"🌟@jcpenney is super-sizing their Giving Tuesday this year! 🎁 Check out how we partnered today to deliver gifts, gift cards and grants to deserving non-profit organizations, students and families 👉 https://t.co/eyPJyaLAD4 https://t.co/2AMaEBwa76",shaq,2020-12-02 03:38:54+00:00,0,220
1332708544861196288,"It’s #SmallBizSat, a great reminder to show support for our favorite independent businesses every way we can all season long. Shout out the businesses you’re supporting! #ShopSmall #AmexAmbassador @AmericanExpress https://t.co/Ir4y7X9Iar",shaq,2020-11-28 15:30:52+00:00,0,213
1331206036380930049,"#fixfostercare #fosterboymovie
@FosterBoyMovie https://t.co/p7jg02akgU",shaq,2020-11-24 12:00:26+00:00,0,46
1331192919768788992,"#fixfostercare #fosterboymovie
@fosterboymovie https://t.co/p7jg02rV8s",shaq,2020-11-24 11:08:19+00:00,0,46
1331034380320583681,"In celebration of #SmallBizSat, I’m shouting out Friedman’s Shoes @MenLargeFeet, my go-to for shoes (they have my size!). Join me &amp; @americanexpress and shout out your fave small biz. Be sure to share what you love about them. #ShopSmall #AmexAmbassador https://t.co/M36PSVWmXg",shaq,2020-11-24 00:38:20+00:00,0,257
1329469117380784128,"Will you take it mild, medium, or hot? @ReebokClassics x Hot Ones is here. 
@firstwefeast

Shop the collection here: https://t.co/XmXNNDOEPy https://t.co/Qp4TaGvKVn",shaq,2020-11-19 16:58:32+00:00,0,140
1327420469830586368,"Support our four-legged friends in need of a home by virtually-attending @animalfndlv #BestInShow on Sun, Nov 15. Watch them crown a winner and bid on silent auction items. Details here: https://t.co/UGdTbJLZi8 https://t.co/O60sQofAVs",shaq,2020-11-14 01:17:56+00:00,0,210
1325875240837275648,It was great talking w/ @TheSharkDaymond during our Game Changer Conversation presented by my friends @TheGeneralAuto about the importance of learning from people who are making the moves that you want to make. #BlackEntrepreneursDay https://t.co/XS7rpsX4fN,shaq,2020-11-09 18:57:45+00:00,0,233
1324366866928861188,"No appetite for expensive ink cartridges? Me neither! The #Epson #EcoTank printer comes with a ridiculous amount of ink so you can kiss those cartridges goodbye. Check it out at https://t.co/REEBvuTaT5. #justfillandchill

@EpsonAmerica https://t.co/sUpkCQyVbn",shaq,2020-11-05 15:04:01+00:00,0,235
1324024499415654403,@NevadaFootball My nephews @JustinLockhart_ Hall 1st college TD!  Congratulations nephew.  Great throw and and field leadership by @CarsonStrong_ Keep up the great work with the young men @CoachJayNorvell. @BlackAssChi It’s in his DNA bro.,shaq,2020-11-04 16:23:34+00:00,16,239
1323688667903336449,"Before you show up to the polls, know your rights. @WhenWeAllVote and @866OURVOTE are here to help. https://t.co/qNTVrXo0BZ",shaq,2020-11-03 18:09:06+00:00,0,99
